Ref,Val,Package,PosX,PosY,Rot,Side
"D34","1N4148","SMD_SOD_123_for_assembly",-36.020000,-211.140000,-90.000000,top
"D36","SS14 (or M1) package SMA","D_SMA_Handsoldering-Chuk",-69.525000,-10.445000,180.000000,top
"ENC1","RotaryEncoder_Switch","RotaryEncoder_Alps_EC12E-Switch_Vertical_H20mm",-29.540000,-176.730000,0.000000,top
"F1","Conn_01x04","FPC_4pins_Horizontal-PULL-OUT",-45.795001,-151.889605,0.000000,top
"F2","Conn_01x04","FPC_4pins_Horizontal-PULL-OUT",-27.795001,-145.889605,0.000000,top
"F3","Conn_01x04","FPC_4pins_Horizontal-PULL-OUT",-9.795001,-152.514605,0.000000,top
"FF1","Conn_01x04","FPC_4pins_Horizontal-PULL-IN",-67.410000,-196.810000,180.000000,top
"FF2","Conn_01x04","FPC_4pins_Horizontal-PULL-IN",-40.670000,-198.830000,180.000000,top
"Flick1","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F-MOBILE",11.680000,-32.140000,0.000000,top
"Flick2","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F-MOBILE",-25.420000,-39.930000,180.000000,top
"Flick3","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F-MOBILE",-63.480000,-51.510000,0.000000,top
"Handedness1","4.7k","R_0805_Handedness_Chukozor_assembly",29.809999,-99.039605,90.000000,top
"Insert-M2-outer3.2-1","Insert-M2(outer-3.2)","Insert-M2-(outer3.2)",-36.660000,-148.460000,0.000000,top
"Insert-M2-outer3.2-2","Insert-M2(outer-3.2)","Insert-M2-(outer3.2)",-19.230000,-150.320000,0.000000,top
"Insert-M2-outer3.2-3","Insert-M2(outer-3.2)","Insert-M2-(outer3.2)",-52.760000,-164.720000,0.000000,top
"Insert-M2-outer3.2-4","Insert-M2(outer-3.2)","Insert-M2-(outer3.2)",-19.450000,-163.800000,0.000000,top
"Insert-M2-outer3.2-5","Insert-M2(outer-3.2)","Insert-M2-(outer3.2)",78.480000,-151.740000,0.000000,top
"J1","Conn_01x03","solenoid_ribon_connector",1.920000,-80.241000,0.000000,top
"J2","Conn_01x04","oled_display_Chukozor_ribbon",10.820000,-80.241000,0.000000,top
"J3","Conn_01x03","solenoid_ribon_connector",-58.625000,-10.440000,0.000000,top
"JP2","5V-VIK","SB-small",38.709999,-115.859605,90.000000,top
"K1","FPC_8pins_687108183722","FPC_8pins_VERTICAL_MOUSER-FFC2A3308TR-OUT-routed",-81.790001,-100.669605,0.000000,top
"K2","FPC_8pins_687108183722","FPC_8pins_VERTICAL_MOUSER-FFC2A3308TR-OUT-routed",-63.790001,-97.669605,0.000000,top
"K3","FPC_8pins_687108183722","FPC_8pins_VERTICAL_MOUSER-FFC2A3308TR-OUT-routed",-45.790001,-85.669605,0.000000,top
"K4","FPC_8pins_687108183722","FPC_8pins_VERTICAL_MOUSER-FFC2A3308TR-OUT-routed",-27.790001,-79.669605,0.000000,top
"K5","FPC_8pins_687108183722","FPC_8pins_VERTICAL_MOUSER-FFC2A3308TR-OUT-routed",-9.790001,-86.289605,0.000000,top
"K6","FPC_8pins_687108183722","FPC_8pins_VERTICAL_MOUSER-FFC2A3308TR-OUT-routed",8.209999,-88.669605,0.000000,top
"KHigh-1","FPC_8pins_SPECIALswitches-IN-HIGH-687108183722","FPC_8pins_687108183722_reversible-Mobile-IN-TOPP-FROMABOVE",-25.200000,-24.930000,0.000000,top
"KLow-1","FPC_8pins_687108183722","FPC_8pins_687108183722_reversible-Mobile-IN-LOW-FROMBELOW",11.680000,-47.140000,0.000000,top
"KLow-2","FPC_8pins_687108183722","FPC_8pins_687108183722_reversible-Mobile-IN-TOPP-FROMBELOW",-63.480000,-39.010000,0.000000,top
"M1.6-1","MountingHoleM1.6","Mounting-hole-M1.6",-74.190000,-201.170000,0.000000,top
"M1.6-2","MountingHoleM1.6","Mounting-hole-M1.6",-62.660000,-222.560000,0.000000,top
"M1.6-3","MountingHoleM1.6","Mounting-hole-M1.6",5.380000,-52.040000,0.000000,top
"M1.6-4","MountingHoleM1.6","Mounting-hole-M1.6",16.080000,-20.840000,0.000000,top
"M1.6-5","MountingHoleM1.6","Mounting-hole-M1.6",-29.820000,-50.140000,0.000000,top
"M1.6-6","MountingHoleM1.6","Mounting-hole-M1.6",-19.520000,-18.440000,0.000000,top
"M1.6-7","MountingHoleM1.6","Mounting-hole-M1.6",-69.820000,-62.240000,0.000000,top
"M1.6-8","MountingHoleM1.6","Mounting-hole-M1.6",-60.120000,-32.340000,0.000000,top
"M1.6-9","MountingHoleM1.6","Mounting-hole-M1.6",-14.720000,-230.140000,0.000000,top
"M1.6-10","MountingHoleM1.6","Mounting-hole-M1.6",-3.669742,-214.413660,0.000000,top
"M1.6-11","MountingHoleM1.6","Mounting-hole-M1.6",-42.920000,-221.340000,0.000000,top
"M1.6-12","MountingHoleM1.6","Mounting-hole-M1.6",-34.220000,-198.440000,0.000000,top
"M2-2","MountingHoleM2","Mounting-hole-M2",-107.805000,-11.215000,0.000000,top
"M2-3","MountingHoleM2","Mounting-hole-M2",-51.445000,-11.215000,0.000000,top
"M2-4","MountingHoleM2","Mounting-hole-M2",104.610000,-190.840000,0.000000,top
"M2-5","MountingHoleM2","Mounting-hole-M2",165.230000,-188.240000,0.000000,top
"Pull1","Pull","Kailh_socket_PG1350_reversible_Chukozor_-PULL-simplifiev2",-67.410000,-211.810000,0.000000,top
"Pull2","Pull","Microswitche-2pins",-40.670000,-211.830000,-90.000000,top
"Q1","TIP120","TO-252-2-reversible",-89.677500,-11.645000,180.000000,top
"R1","4.7k","R_0805_double_face_Chukozor_assembly",35.769999,-103.439605,-90.000000,top
"R2","4.7k","R_0805_double_face_Chukozor_assembly",32.969999,-103.429605,-90.000000,top
"R3","2.2k","R_0805_double_face_Chukozor",-72.855000,-14.050000,180.000000,top
"R4","... kΩ","R_0805_double_face_Chukozor-Optional",-78.252500,-10.445000,0.000000,top
"RSW1","RST","SW_SMD_4x4mm-reversible(unconnected)",26.880000,-135.840000,0.000000,top
"S1","~","Solenoid-PinHeader_1x02_P2.54mm_Vertical-Chuk",-99.929900,-12.779000,180.000000,top
"S2","5-ways-switches(joystick)","QUE-JOYSTICK-UNE-FACE(non reversible-pourvA)",-9.194742,-222.276660,135.000000,top
"SB3","Oled","SB-x2-small",29.789999,-104.889605,0.000000,top
"SLDR_Pads1","Azoteq-Procyon-Manual_soldering","Azoteq-Procyon-Manual_soldering",32.799999,-124.699605,90.000000,top
"SW1","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F_6thcolumn",-81.795001,-115.889605,0.000000,top
"SW2","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-63.795001,-112.889605,0.000000,top
"SW3","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-45.795001,-100.889605,0.000000,top
"SW4","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-27.795001,-94.889605,0.000000,top
"SW5","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-9.795001,-101.509605,0.000000,top
"SW6","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F_contreMCU",8.204999,-103.889605,0.000000,top
"SW7","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F_6thcolumn",-81.795001,-132.889605,0.000000,top
"SW8","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-63.795001,-129.889605,0.000000,top
"SW9","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-45.795001,-117.889605,0.000000,top
"SW10","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-27.795001,-111.889605,0.000000,top
"SW11","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-9.795001,-118.509605,0.000000,top
"SW12","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F_contreMCU",8.204999,-120.889605,0.000000,top
"SW13","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F_6thcolumn",-81.795001,-149.889605,0.000000,top
"SW14","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-63.795001,-146.889605,0.000000,top
"SW15","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-45.795001,-134.889605,0.000000,top
"SW16","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-27.795001,-128.889605,0.000000,top
"SW17","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F",-9.795001,-135.514605,0.000000,top
"SW18","SW_Chuk","Kailh_socket_PG1350_reversible_Chukozor_LED_F_contreMCU",8.204999,-137.889605,0.000000,top
"SW22","Pull","Kailh_socket_PG1350_reversible_Chukozor_THUMBS_ext",9.514724,-162.891008,170.200000,top
"SW23","Pull","Kailh_socket_PG1350_reversible_Chukozor_THUMBS",29.009315,-167.976156,-19.600000,top
"SW24","Pull","Kailh_socket_PG1350_reversible_Chukozor_THUMBS_ext",47.779386,-176.595740,-29.199000,top
"SWBIS_22","Pull","Kailh_socket_PG1350_reversible_Chukozor_THUMBS_ext",115.325652,-182.054852,170.200000,top
"SWBIS_23","Pull","Kailh_socket_PG1350_reversible_Chukozor_THUMBS_ext",134.820243,-187.140000,-19.600000,top
"SWBIS_24","Pull","Kailh_socket_PG1350_reversible_Chukozor_THUMBS_ext",153.590314,-195.759584,-29.199000,top
"SWMouse1","CLIC","Microswitche-2pins",64.555000,-186.765000,53.000000,top
"SWMouse_bis1","CLIC","Microswitche-2pins",171.796190,-203.996922,53.000000,top
"Spot2","Solenoid spot","Spot-Solenoid",-109.775000,-37.260000,0.000000,top
"T1","FPC_8pins_SPECIAL-thumbs","FPC_10p-reversible-ThumbORJoystick-OUT",-10.009500,-163.502500,-90.000000,top
"T2","FPC_8pins_SPECIAL-thumbs","FPC_10p-reversible-ThumbORJoystick-OUT",31.145920,-149.272960,0.000000,top
"T3","FPC_8pins_SPECIAL-thumbs","FPC_10p-reversible-ThumbORJoystick-IN",114.065928,-189.678844,-9.800000,top
"T3-bis1","FPC_8pins_SPECIAL-thumbs","FPC_10p-reversible-ThumbORJoystick-IN",137.565928,-179.903844,160.400000,top
"T4","FPC_8pins_SPECIAL-thumbs","FPC_10p-reversible-QUE-JOYSTICK-IN(non reversible-vA)",-9.194742,-222.276660,0.000000,top
"U1","RP2040-ProMicro-with-18thgpio","RP2040-ProMicro-Chuk-with-18thgpio-silkadjust",33.605823,-92.308670,0.000000,top
"U2","TRRS_Chuck","MJ-4PP-9_Chukozor-3",51.859999,-81.781305,90.000000,top
"VIK1","~","vik-keyboard-connector-horizontal-Both-Sides",27.198934,-125.140390,90.000000,top
